University,Program,Degree,Type,Accreditation,Year,Grade,Expiration Date,Status
UIN Sjech M. Djamil Djambek Bukittinggi,Manajemen Pendidikan Islam,S2,PTAN,7914/SK/BAN-PT/Ak-PNB/M/X/2022,2022,Baik,2027-08-30,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Pendidikan Profesi Guru,Profesi,PTAN,7917/SK/BAN-PT/Ak-PNB/PP/X/2022,2022,Baik,2024-08-14,139 hari lagi kadaluarsa
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Tadris Matematika,S2,PTAN,7927/SK/BAN-PT/Ak-PNB/M/X/2022,2022,Baik,2026-07-22,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Pendidikan Agama Islam,S2,PTAN,7926/SK/BAN-PT/Ak-PNB/M/X/2022,2022,B,2025-11-15,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Tadris Bahasa Inggris,S1,PTAN,7938/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2026-09-14,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Tadris Biologi,S1,PTAN,7940/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2024-07-12,106 hari lagi kadaluarsa
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Tadris Fisika,S1,PTAN,7939/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2024-07-05,99 hari lagi kadaluarsa
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Tadris Kimia,S1,PTAN,7923/SK/BAN-PT/Ak-PNB/S/X/2022,2022,Baik,2027-06-21,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Ekonomi Syariah,S2,PTAN,7924/SK/BAN-PT/Ak-PNB/M/X/2022,2022,Baik,2027-06-21,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Hukum Keluarga Islam (Ahwak Syakhshiyyah),S2,PTAN,7925/SK/BAN-PT/Ak-PNB/M/X/2022,2022,Baik,2026-01-06,Masih berlaku
UIN Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Komunikasi Dan Penyiaran Islam,S2,PTAN,7928/SK/BAN-PT/Ak-PNB/M/X/2022,2022,Baik,2026-07-22,Masih berlaku
UIN Salatiga,Pendidikan Islam Anak Usia Dini,S1,PTAN,388/SK/LAMDIK/Ak/S/X/2022,2022,Unggul,2027-11-07,Masih berlaku
IAIN Palangkaraya,Tadris Fisika,S1,PTAN,408/SK/LAMDIK/Ak/S/X/2022,2022,Baik Sekali,2027-05-23,Masih berlaku
UIN Datokarama Palu,Informatika,S1,PTAN,8049/SK/BAN-PT/Ak.P/S/X/2022,2022,Baik,2024-10-18,Masih berlaku
IAIN Sultan Amai Gorontalo,Manajemen Dakwah,S1,PTAN,8201/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-11-15,Masih berlaku
IAIN Lhokseumawe,Hukum Tatanegara (Siyasah),S1,PTAN,8092/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2026-01-06,Masih berlaku
IAIN Palopo,Tadris Bahasa Inggris,S2,PTAN,8030/SK/BAN-PT/Ak.P/M/X/2022,2022,Baik,2024-10-18,Masih berlaku
IAIN Palopo,Komunikasi Dan Penyiaran Islam,S2,PTAN,8044/SK/BAN-PT/Ak.P/M/X/2022,2022,Baik,2024-10-18,Masih berlaku
STAIN Tengku Dirundeng Meulaboh,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,7998/SK/BAN-PT/Ak/S/X/2022,2022,Baik Sekali,2027-10-18,Masih berlaku
UIN K.H. Abdurrahman Wahid Pekalongan,Ekonomi Syariah,S2,PTAN,2193/SK/BAN-PT/Ak-PNB/M/VI/2023,2023,Baik Sekali,2028-05-23,Masih berlaku
UIN K.H. Abdurrahman Wahid Pekalongan,Pendidikan Agama Islam,S1,PTAN,808/SK/LAMDIK/Ak/S/XII/2022,2022,Unggul,2027-12-27,Masih berlaku
UIN K.H. Abdurrahman Wahid Pekalongan,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,118/SK/LAMDIK/Ak/S/I/2023,2023,Unggul,2028-01-03,Masih berlaku
UIN Mahmud Yunus Batusangkar,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,4511/SK/BAN-PT/Ak-PNB/S/XI/2023,2023,Baik Sekali,2028-10-17,Masih berlaku
UIN Salatiga,Hukum Keluarga Islam(Ahwal Syakhshiyyah),S2,PTAN,5095/SK/BAN-PT/Ak.P/M/XII/2023,2023,Baik,2025-12-05,Masih berlaku
UIN Fatmawati Sukarno Bengkulu,Tadris Matematika,S1,PTAN,8297/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2024-07-17,111 hari lagi kadaluarsa
UIN Antasari Banjarmasin,Tadris Kimia,S1,PTAN,8397/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-11-18,Masih berlaku
IAIN Sultan Amai Gorontalo,Politik Islam,S1,PTAN,8396/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-11-01,Masih berlaku
STAIN Bengkalis,Perbankan Syariah,S1,PTAN,8358/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-08,Masih berlaku
IAIN Bone,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,8241/SK/BAN-PT/Ak/S/X/2022,2022,Baik Sekali,2027-10-19,Masih berlaku
UIN Mahmud Yunus Batusangkar,Pendidikan Agama Islam,S2,PTAN,422/SK/LAMDIK/Ak/M/X/2022,2022,Baik Sekali,2027-09-12,Masih berlaku
UIN Antasari Banjarmasin,Ekonomi Syariah,S1,PTAN,12338/SK/BAN-PT/Akred-PMT/S/XI/2021,2021,Baik Sekali,2026-11-10,Masih berlaku
IAIN Kudus,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,494/SK/LAMDIK/Ak/S/X/2022,2022,Unggul,2027-08-15,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Pendidikan Agama Islam,S2,PTAN,475/SK/LAMDIK/Ak/M/X/2022,2022,Unggul,2027-05-02,Masih berlaku
IAIN Palopo,Sosiologi Agama,S1,PTAN,8641/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-30,Masih berlaku
IAIN Takengon,Ilmu Al Qur'an Dan Tafsir,S1,PTAN,8596/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2025-12-16,Masih berlaku
IAIN Palopo,Akuntansi Syari`ah,S1,PTAN,8473/SK/BAN-PT/Ak.P/S/X/2022,2022,Baik,2024-10-25,Masih berlaku
UIN Fatmawati Sukarno Bengkulu,Tadris Bahasa Inggris,S1,PTAN,8451/SK/BAN-PT/Ak/S/X/2022,2022,Baik Sekali,2027-10-25,Masih berlaku
IAIN ParePare,Perbankan Syariah,S1,PTAN,8450/SK/BAN-PT/Ak/S/X/2022,2022,Baik Sekali,2027-10-25,Masih berlaku
IAIN Metro,Pendidikan Islam Anak Usia Dini,S1,PTAN,8647/SK/BAN-PT/Ak/S/X/2022,2022,Baik,2027-10-26,Masih berlaku
UIN Sjech M. Djamil Djambek Bukittinggi,Pendidikan Matematika,S1,PTAN,8822/SK/BAN-PT/Ak-PNB/S/X/2022,2022,B,2027-02-10,Masih berlaku
UIN Sunan Kalijaga,Biologi,S1,PTAN,9525/SK/BAN-PT/Ak/S/XI/2022,2022,Unggul,2027-11-15,Masih berlaku
IAIN Kerinci,Manajemen Bisnis Syariah,S1,PTAN,8908/SK/BAN-PT/Ak.P/S/XI/2022,2022,Baik,2024-11-01,Masih berlaku
IAIN Kerinci,Pendidikan Islam Anak Usia Dini,S1,PTAN,8909/SK/BAN-PT/Ak.P/S/XI/2022,2022,Baik,2024-11-01,Masih berlaku
UIN Raden Intan Lampung,Biologi,S1,PTAN,8912/SK/BAN-PT/Ak.P/S/XI/2022,2022,Baik,2024-11-01,Masih berlaku
IAIN Kerinci,Manajemen Keuangan Syariah,S1,PTAN,8907/SK/BAN-PT/Ak.P/S/XI/2022,2022,Baik,2024-11-01,Masih berlaku
UIN Raden Intan Lampung,Sistem Informasi,S1,PTAN,8905/SK/BAN-PT/Ak.P/S/XI/2022,2022,Baik,2024-11-01,Masih berlaku
UIN Sunan Kalijaga,Ilmu Syariah,S3,PTAN,8829/SK/BAN-PT/Ak/D/XI/2022,2022,Baik Sekali,2027-11-01,Masih berlaku
UIN Sultan Maulana Hasanuddin Banten,Pendidikan Agama Islam,S3,PTAN,8843/SK/BAN-PT/Ak/D/XI/2022,2022,Baik Sekali,2027-11-01,Masih berlaku
